,iteration,expected_reward,sub_opt_gap,opt_action_pr,algo,env_name,instance_number,run_number
0,0,0.4662855914432459,0.2595614900458245,0.16666666666666666,spg_eta=1.0,Bernoulli (easy),0,0
1,10000,0.7255080554998842,0.00033902598918620594,0.9988333870839644,spg_eta=1.0,Bernoulli (easy),0,0
2,20000,0.7258176397680609,2.9441721009537554e-05,0.9999018717752352,spg_eta=1.0,Bernoulli (easy),0,0
3,30000,0.7258314791543752,1.5602334695228425e-05,0.9999482622677086,spg_eta=1.0,Bernoulli (easy),0,0
4,40000,0.7258364569743808,1.0624514689553569e-05,0.9999648626105855,spg_eta=1.0,Bernoulli (easy),0,0
5,50000,0.7258214001645347,2.5681324535723118e-05,0.99992231831698,spg_eta=1.0,Bernoulli (easy),0,0
6,60000,0.7258324239508861,1.4657538184356872e-05,0.9999551868001768,spg_eta=1.0,Bernoulli (easy),0,0
7,70000,0.7258368548792538,1.022660981659386e-05,0.999968545819957,spg_eta=1.0,Bernoulli (easy),0,0
8,80000,0.7258392282757636,7.85321330676979e-06,0.9999757493537108,spg_eta=1.0,Bernoulli (easy),0,0
9,90000,0.7258407016073586,6.379881711817325e-06,0.9999802417932574,spg_eta=1.0,Bernoulli (easy),0,0
10,100000,0.7258417025964848,5.378892585591705e-06,0.9999833045582166,spg_eta=1.0,Bernoulli (easy),0,0
11,110000,0.7258424286798505,4.652809219935185e-06,0.9999855322482395,spg_eta=1.0,Bernoulli (easy),0,0
12,120000,0.7258429801281008,4.101360969632685e-06,0.9999872279194617,spg_eta=1.0,Bernoulli (easy),0,0
13,130000,0.7258434127405178,3.668748552649008e-06,0.9999885606709162,spg_eta=1.0,Bernoulli (easy),0,0
14,140000,0.7258437672800935,3.314208976964721e-06,0.9999896546691992,spg_eta=1.0,Bernoulli (easy),0,0
15,150000,0.7258440579358197,3.023553250656266e-06,0.9999905528136133,spg_eta=1.0,Bernoulli (easy),0,0
16,160000,0.7258442992483338,2.78224073656169e-06,0.9999912994108476,spg_eta=1.0,Bernoulli (easy),0,0
17,170000,0.7258445070762971,2.574412773244997e-06,0.999991943122969,spg_eta=1.0,Bernoulli (easy),0,0
18,180000,0.7258172767154744,2.9804773596056874e-05,0.9999068065415743,spg_eta=1.0,Bernoulli (easy),0,0
19,190000,0.7258313530792097,1.5728409860697836e-05,0.9999507140097976,spg_eta=1.0,Bernoulli (easy),0,0
20,200000,0.7258363581507893,1.072333828117058e-05,0.9999663517356613,spg_eta=1.0,Bernoulli (easy),0,0
21,210000,0.7258389291036268,8.152385443578899e-06,0.9999743935784257,spg_eta=1.0,Bernoulli (easy),0,0
22,220000,0.7258405046954894,6.5767935809475515e-06,0.9999793263359362,spg_eta=1.0,Bernoulli (easy),0,0
23,230000,0.7258415669056936,5.5145833767765585e-06,0.9999826542368592,spg_eta=1.0,Bernoulli (easy),0,0
24,240000,0.7258423263148603,4.755174210041645e-06,0.999985034907265,spg_eta=1.0,Bernoulli (easy),0,0
25,250000,0.725842902299762,4.179189308421582e-06,0.9999868415042631,spg_eta=1.0,Bernoulli (easy),0,0
26,260000,0.7258433506936797,3.730795390683022e-06,0.9999882485527071,spg_eta=1.0,Bernoulli (easy),0,0
27,270000,0.7258437162727068,3.3652163635614644e-06,0.9999893962005665,spg_eta=1.0,Bernoulli (easy),0,0
